"gene_id","species","expression_id","id_type","source_info","gene_name","hog_id","og_id"
"YDR339C","sc","YDR339C","Y_ORF","original","FCF1","N1.HOG0002658","OG0002418"
"YDR341C","sc","YDR341C","Y_ORF","original","YDR341C","N1.HOG0000781","OG0000549"
"YDR342C","sc","YDR342C","Y_ORF","original","HXT7","N1.HOG0000001","OG0000001"
"YDR343C","sc","YDR343C","Y_ORF","original","HXT6","N1.HOG0000001","OG0000001"
"YDR344C","sc","YDR344C","Y_ORF","original","YDR344C",NA,NA
"YDR345C","sc","YDR345C","Y_ORF","original","HXT3","N1.HOG0000001","OG0000001"
"YDR346C","sc","YDR346C","Y_ORF","original","SVF1","N1.HOG0002500","OG0002260"
"YDR347W","sc","YDR347W","Y_ORF","original","MRP1","N1.HOG0001776","OG0001536"
"YDR348C","sc","YDR348C","Y_ORF","original","PAL1","N1.HOG0000798","OG0000566"
"YDR349C","sc","YDR349C","Y_ORF","original","YPS7","N1.HOG0001006","OG0000769"
"YDR350C","sc","YDR350C","Y_ORF","original","ATP22","N1.HOG0004449","OG0004213"
"YDR351W","sc","YDR351W","Y_ORF","original","SBE2","N1.HOG0000200","OG0000113"
"YDR352W","sc","YDR352W","Y_ORF","original","YPQ2","N1.HOG0002104","OG0001864"
"YDR353W","sc","YDR353W","Y_ORF","original","TRR1","N1.HOG0000817","OG0000585"
"YDR354W","sc","YDR354W","Y_ORF","original","TRP4","N1.HOG0002204","OG0001964"
"YDR356W","sc","YDR356W","Y_ORF","original","SPC110","N1.HOG0004450","OG0004214"
"YDR357C","sc","YDR357C","Y_ORF","original","CNL1","N1.HOG0003370","OG0003130"
"YDR358W","sc","YDR358W","Y_ORF","original","GGA1","N1.HOG0001041","OG0000804"
"YDR359C","sc","YDR359C","Y_ORF","original","EAF1","N1.HOG0003454","OG0003214"
"YDR361C","sc","YDR361C","Y_ORF","original","BCP1","N1.HOG0002518","OG0002278"
"YDR362C","sc","YDR362C","Y_ORF","original","TFC6","N1.HOG0003440","OG0003200"
"YDR363W","sc","YDR363W","Y_ORF","original","ESC2","N1.HOG0002440","OG0002200"
"YDR363W-A","sc","YDR363W-A","Y_ORF","original","SEM1","N1.HOG0003332","OG0003092"
"YDR364C","sc","YDR364C","Y_ORF","original","CDC40","N1.HOG0003891","OG0003652"
"YDR365C","sc","YDR365C","Y_ORF","original","ESF1","N1.HOG0001953","OG0001713"
"YDR365W-B","sc","YDR365W-B","Y_ORF","original","","N1.HOG0000008","OG0000006"
"YDR366C","sc","YDR366C","Y_ORF","original","MOR1","N1.HOG0003707","OG0003465"
"YDR367W","sc","YDR367W","Y_ORF","original","KEI1","N1.HOG0003988","OG0003749"
"YDR368W","sc","YDR368W","Y_ORF","original","YPR1","N1.HOG0000150","OG0000085"
"YDR369C","sc","YDR369C","Y_ORF","original","XRS2","N1.HOG0004451","OG0004215"
"YDR370C","sc","YDR370C","Y_ORF","original","DXO1","N1.HOG0004184","OG0003947"
"YDR371W","sc","YDR371W","Y_ORF","original","CTS2","N1.HOG0002248","OG0002008"
"YDR372C","sc","YDR372C","Y_ORF","original","VPS74","N1.HOG0001331","OG0001090"
"YDR373W","sc","YDR373W","Y_ORF","original","FRQ1","N1.HOG0001375","OG0001135"
"YDR374C","sc","YDR374C","Y_ORF","original","PHO92","N1.HOG0001651","OG0001411"
"YDR374W-A","sc","YDR374W-A","Y_ORF","original","WIP1","N1.HOG0005555","OG0005378"
"YDR375C","sc","YDR375C","Y_ORF","original","BCS1","N1.HOG0002045","OG0001805"
"YDR376W","sc","YDR376W","Y_ORF","original","ARH1","N1.HOG0001796","OG0001556"
"YDR377W","sc","YDR377W","Y_ORF","original","ATP17","N1.HOG0003114","OG0002874"
"YDR378C","sc","YDR378C","Y_ORF","original","LSM6","N1.HOG0003987","OG0003748"
"YDR379C-A","sc","YDR379C-A","Y_ORF","original","SDH6","N1.HOG0004159","OG0003922"
"YDR379W","sc","YDR379W","Y_ORF","original","RGA2","N1.HOG0000569","OG0000350"
"YDR380W","sc","YDR380W","Y_ORF","original","ARO10","N1.HOG0001289","OG0001048"
"YDR381C-A","sc","YDR381C-A","Y_ORF","original","COI1","N1.HOG0004305","OG0004068"
"YDR381W","sc","YDR381W","Y_ORF","original","YRA1","N1.HOG0001166","OG0000927"
"YDR382W","sc","YDR382W","Y_ORF","original","RPP2B","N1.HOG0000502","OG0000295"
"YDR383C","sc","YDR383C","Y_ORF","original","NKP1","N1.HOG0004452","OG0004216"
"YDR384C","sc","YDR384C","Y_ORF","original","ATO3","N1.HOG0004211","OG0003973"
"YDR385W","sc","YDR385W","Y_ORF","original","EFT2","N1.HOG0000886","OG0000653"
"YDR386W","sc","YDR386W","Y_ORF","original","MUS81","N1.HOG0002479","OG0002239"
"YDR387C","sc","YDR387C","Y_ORF","original","CIN10","N1.HOG0004687","OG0004451"
"YDR388W","sc","YDR388W","Y_ORF","original","RVS167","N1.HOG0002757","OG0002517"
"YDR389W","sc","YDR389W","Y_ORF","original","SAC7","N1.HOG0000575","OG0000356"
"YDR390C","sc","YDR390C","Y_ORF","original","UBA2","N1.HOG0001266","OG0001025"
"YDR391C","sc","YDR391C","Y_ORF","original","IAT4","N1.HOG0004686","OG0004450"
"YDR392W","sc","YDR392W","Y_ORF","original","SPT3","N1.HOG0002779","OG0002539"
"YDR393W","sc","YDR393W","Y_ORF","original","SHE9","N1.HOG0001966","OG0001726"
"YDR394W","sc","YDR394W","Y_ORF","original","RPT3","N1.HOG0001505","OG0001265"
"YDR395W","sc","YDR395W","Y_ORF","original","SXM1","N1.HOG0003769","OG0003530"
"YDR397C","sc","YDR397C","Y_ORF","original","NCB2","N1.HOG0001738","OG0001498"
"YDR398W","sc","YDR398W","Y_ORF","original","UTP5","N1.HOG0003214","OG0002974"
"YDR399W","sc","YDR399W","Y_ORF","original","HPT1","N1.HOG0000485","OG0000285"
"YDR400W","sc","YDR400W","Y_ORF","original","URH1","N1.HOG0001674","OG0001434"
"YDR402C","sc","YDR402C","Y_ORF","original","DIT2","N1.HOG0000021","OG0000013"
"YDR403W","sc","YDR403W","Y_ORF","original","DIT1","N1.HOG0004002","OG0003763"
"YDR404C","sc","YDR404C","Y_ORF","original","RPB7","N1.HOG0002669","OG0002429"
"YDR405W","sc","YDR405W","Y_ORF","original","MRP20","N1.HOG0003462","OG0003222"
"YDR406W","sc","YDR406W","Y_ORF","original","PDR15","N1.HOG0000004","OG0000003"
"YDR407C","sc","YDR407C","Y_ORF","original","TRS120","N1.HOG0001785","OG0001545"
"YDR408C","sc","YDR408C","Y_ORF","original","ADE8","N1.HOG0001893","OG0001653"
"YDR409W","sc","YDR409W","Y_ORF","original","SIZ1","N1.HOG0000839","OG0000607"
"YDR410C","sc","YDR410C","Y_ORF","original","STE14","N1.HOG0001967","OG0001727"
"YDR411C","sc","YDR411C","Y_ORF","original","DFM1","N1.HOG0001242","OG0001003"
"YDR412W","sc","YDR412W","Y_ORF","original","RRP17","N1.HOG0002881","OG0002641"
"YDR414C","sc","YDR414C","Y_ORF","original","ERD1","N1.HOG0002416","OG0002176"
"YDR415C","sc","YDR415C","Y_ORF","original","YDR415C","N1.HOG0003630","OG0003388"
"YDR416W","sc","YDR416W","Y_ORF","original","SYF1","N1.HOG0001747","OG0001507"
"YDR418W","sc","YDR418W","Y_ORF","original","RPL12B","N1.HOG0001101","OG0000862"
"YDR419W","sc","YDR419W","Y_ORF","original","RAD30","N1.HOG0003657","OG0003415"
"YDR420W","sc","YDR420W","Y_ORF","original","HKR1","N1.HOG0000436","OG0000250"
"YDR421W","sc","YDR421W","Y_ORF","original","ARO80","N1.HOG0001042","OG0000805"
"YDR422C","sc","YDR422C","Y_ORF","original","SIP1","N1.HOG0004831","OG0004599"
"YDR423C","sc","YDR423C","Y_ORF","original","CAD1","N1.HOG0005126","OG0004899"
"YDR424C","sc","YDR424C","Y_ORF","original","DYN2","N1.HOG0003997","OG0003758"
"YDR425W","sc","YDR425W","Y_ORF","original","SNX41","N1.HOG0000360","OG0000204"
"YDR427W","sc","YDR427W","Y_ORF","original","RPN9","N1.HOG0002089","OG0001849"
"YDR428C","sc","YDR428C","Y_ORF","original","BNA7","N1.HOG0004296","OG0004059"
"YDR429C","sc","YDR429C","Y_ORF","original","TIF35","N1.HOG0002783","OG0002543"
"YDR430C","sc","YDR430C","Y_ORF","original","CYM1","N1.HOG0001640","OG0001400"
"YDR432W","sc","YDR432W","Y_ORF","original","NPL3","N1.HOG0003273","OG0003033"
"YDR434W","sc","YDR434W","Y_ORF","original","GPI17","N1.HOG0000710","OG0000481"
"YDR435C","sc","YDR435C","Y_ORF","original","PPM1","N1.HOG0002489","OG0002249"
"YDR436W","sc","YDR436W","Y_ORF","original","PPZ2","N1.HOG0000057","OG0000030"
"YDR437W","sc","YDR437W","Y_ORF","original","GPI19","N1.HOG0002237","OG0001997"
"YDR438W","sc","YDR438W","Y_ORF","original","THI74",NA,NA
"YDR439W","sc","YDR439W","Y_ORF","original","LRS4","N1.HOG0004851","OG0004619"
"YDR440W","sc","YDR440W","Y_ORF","original","DOT1","N1.HOG0002584","OG0002344"
"YDR441C","sc","YDR441C","Y_ORF","original","APT2",NA,NA
"YDR443C","sc","YDR443C","Y_ORF","original","SSN2","N1.HOG0002240","OG0002000"
"YDR444W","sc","YDR444W","Y_ORF","original","YDR444W","N1.HOG0003726","OG0003487"
"YDR447C","sc","YDR447C","Y_ORF","original","RPS17B","N1.HOG0001062","OG0000824"
"YDR448W","sc","YDR448W","Y_ORF","original","ADA2","N1.HOG0002531","OG0002291"
"YDR449C","sc","YDR449C","Y_ORF","original","UTP6","N1.HOG0002781","OG0002541"
"YDR450W","sc","YDR450W","Y_ORF","original","RPS18A","N1.HOG0001276","OG0001035"
"YDR451C","sc","YDR451C","Y_ORF","original","YHP1","N1.HOG0000812","OG0000580"
"YDR452W","sc","YDR452W","Y_ORF","original","PPN1","N1.HOG0001194","OG0000955"
"YDR453C","sc","YDR453C","Y_ORF","original","TSA2","N1.HOG0000604","OG0000384"
"YDR454C","sc","YDR454C","Y_ORF","original","GUK1","N1.HOG0003187","OG0002947"
"YDR456W","sc","YDR456W","Y_ORF","original","NHX1","N1.HOG0002190","OG0001950"
"YDR457W","sc","YDR457W","Y_ORF","original","TOM1","N1.HOG0001898","OG0001658"
"YDR458C","sc","YDR458C","Y_ORF","original","HEH2","N1.HOG0000676","OG0000448"
"YDR459C","sc","YDR459C","Y_ORF","original","PFA5","N1.HOG0003881","OG0003642"
"YDR460W","sc","YDR460W","Y_ORF","original","TFB3","N1.HOG0002042","OG0001802"
"YDR461C-A","sc","YDR461C-A","Y_ORF","original","CMI8",NA,NA
"YDR462W","sc","YDR462W","Y_ORF","original","MRPL28","N1.HOG0003515","OG0003273"
"YDR463W","sc","YDR463W","Y_ORF","original","STP1","N1.HOG0000414","OG0000234"
"YDR464W","sc","YDR464W","Y_ORF","original","SPP41","N1.HOG0000933","OG0000698"
"YDR465C","sc","YDR465C","Y_ORF","original","RMT2","N1.HOG0003449","OG0003209"
"YDR466W","sc","YDR466W","Y_ORF","original","PKH3","N1.HOG0000171","OG0000099"
"YDR468C","sc","YDR468C","Y_ORF","original","TLG1","N1.HOG0002793","OG0002553"
"YDR469W","sc","YDR469W","Y_ORF","original","SDC1","N1.HOG0003107","OG0002867"
"YDR470C","sc","YDR470C","Y_ORF","original","UGO1","N1.HOG0001517","OG0001277"
"YDR471W","sc","YDR471W","Y_ORF","original","RPL27B","N1.HOG0001103","OG0000864"
"YDR472W","sc","YDR472W","Y_ORF","original","TRS31","N1.HOG0002056","OG0001816"
"YDR473C","sc","YDR473C","Y_ORF","original","PRP3","N1.HOG0002487","OG0002247"
"YDR475C","sc","YDR475C","Y_ORF","original","JIP4","N1.HOG0000771","OG0000540"
"YDR476C","sc","YDR476C","Y_ORF","original","YDR476C","N1.HOG0002806","OG0002566"
"YDR477W","sc","YDR477W","Y_ORF","original","SNF1","N1.HOG0001143","OG0000904"
"YDR478W","sc","YDR478W","Y_ORF","original","SNM1","N1.HOG0004149","OG0003912"
"YDR479C","sc","YDR479C","Y_ORF","original","PEX29","N1.HOG0003355","OG0003115"
"YDR480W","sc","YDR480W","Y_ORF","original","DIG2","N1.HOG0003453","OG0003213"
"YDR481C","sc","YDR481C","Y_ORF","original","PHO8","N1.HOG0003112","OG0002872"
"YDR482C","sc","YDR482C","Y_ORF","original","CWC21","N1.HOG0001745","OG0001505"
"YDR483W","sc","YDR483W","Y_ORF","original","KRE2","N1.HOG0000064","OG0000033"
"YDR484W","sc","YDR484W","Y_ORF","original","VPS52","N1.HOG0003612","OG0003370"
"YDR485C","sc","YDR485C","Y_ORF","original","VPS72","N1.HOG0002504","OG0002264"
"YDR486C","sc","YDR486C","Y_ORF","original","VPS60","N1.HOG0001692","OG0001452"
"YDR487C","sc","YDR487C","Y_ORF","original","RIB3","N1.HOG0003082","OG0002842"
"YDR488C","sc","YDR488C","Y_ORF","original","PAC11","N1.HOG0004835","OG0004603"
"YDR489W","sc","YDR489W","Y_ORF","original","SLD5","N1.HOG0003771","OG0003532"
"YDR490C","sc","YDR490C","Y_ORF","original","PKH1","N1.HOG0000172","OG0000099"
"YDR492W","sc","YDR492W","Y_ORF","original","IZH1","N1.HOG0000419","OG0000238"
"YDR493W","sc","YDR493W","Y_ORF","original","MZM1","N1.HOG0001226","OG0000987"
"YDR494W","sc","YDR494W","Y_ORF","original","RSM28","N1.HOG0004541","OG0004305"
"YDR495C","sc","YDR495C","Y_ORF","original","VPS3","N1.HOG0002949","OG0002709"
"YDR496C","sc","YDR496C","Y_ORF","original","PUF6","N1.HOG0002475","OG0002235"
"YDR497C","sc","YDR497C","Y_ORF","original","ITR1","N1.HOG0000813","OG0000581"
"YDR498C","sc","YDR498C","Y_ORF","original","SEC20","N1.HOG0001833","OG0001593"
"YDR499W","sc","YDR499W","Y_ORF","original","LCD1","N1.HOG0003737","OG0003498"
"YDR500C","sc","YDR500C","Y_ORF","original","RPL37B","N1.HOG0001221","OG0000982"
"YDR501W","sc","YDR501W","Y_ORF","original","PLM2","N1.HOG0000859","OG0000627"
"YDR502C","sc","YDR502C","Y_ORF","original","SAM2","N1.HOG0000631","OG0000410"
"YDR503C","sc","YDR503C","Y_ORF","original","LPP1","N1.HOG0004608","OG0004372"
"YDR504C","sc","YDR504C","Y_ORF","original","SPG3",NA,NA
"YDR505C","sc","YDR505C","Y_ORF","original","PSP1","N1.HOG0000442","OG0000255"
"YDR506C","sc","YDR506C","Y_ORF","original","GMC1","N1.HOG0004850","OG0004618"
"YDR507C","sc","YDR507C","Y_ORF","original","GIN4","N1.HOG0000212","OG0000122"
"YDR508C","sc","YDR508C","Y_ORF","original","GNP1","N1.HOG0000066","OG0000034"
"YDR510W","sc","YDR510W","Y_ORF","original","SMT3","N1.HOG0002208","OG0001968"
"YDR511W","sc","YDR511W","Y_ORF","original","SDH7","N1.HOG0003584","OG0003342"
"YDR512C","sc","YDR512C","Y_ORF","original","EMI1","N1.HOG0004068","OG0003829"
"YDR513W","sc","YDR513W","Y_ORF","original","GRX2","N1.HOG0000763","OG0000532"
"YDR514C","sc","YDR514C","Y_ORF","original","YDR514C","N1.HOG0000668","OG0000442"
"YDR515W","sc","YDR515W","Y_ORF","original","SLF1","N1.HOG0000429","OG0000245"
"YDR516C","sc","YDR516C","Y_ORF","original","EMI2","N1.HOG0000770","OG0000539"
"YDR517W","sc","YDR517W","Y_ORF","original","GRH1","N1.HOG0002309","OG0002069"
"YDR518W","sc","YDR518W","Y_ORF","original","EUG1","N1.HOG0000592","OG0000372"
"YDR519W","sc","YDR519W","Y_ORF","original","FPR2","N1.HOG0000334","OG0000190"
"YDR520C","sc","YDR520C","Y_ORF","original","URC2","N1.HOG0004838","OG0004606"
"YDR522C","sc","YDR522C","Y_ORF","original","SPS2","N1.HOG0000097","OG0000050"
"YDR523C","sc","YDR523C","Y_ORF","original","SPS1","N1.HOG0000591","OG0000371"
"YDR524C","sc","YDR524C","Y_ORF","original","AGE1","N1.HOG0004030","OG0003791"
"YDR524C-B","sc","YDR524C-B","Y_ORF","original","YDR524C-B","N1.HOG0004820","OG0004588"
"YDR525W-A","sc","YDR525W-A","Y_ORF","original","SNA2","N1.HOG0000101","OG0000053"
"YDR527W","sc","YDR527W","Y_ORF","original","RBA50","N1.HOG0001977","OG0001737"
"YDR528W","sc","YDR528W","Y_ORF","original","HLR1","N1.HOG0004310","OG0004073"
"YDR529C","sc","YDR529C","Y_ORF","original","QCR7","N1.HOG0004048","OG0003809"
"YDR530C","sc","YDR530C","Y_ORF","original","APA2","N1.HOG0001777","OG0001537"
"YDR531W","sc","YDR531W","Y_ORF","original","CAB1","N1.HOG0001983","OG0001743"
"YDR532C","sc","YDR532C","Y_ORF","original","KRE28","N1.HOG0004561","OG0004325"
"YDR533C","sc","YDR533C","Y_ORF","original","HSP31","N1.HOG0000559","OG0000341"
"YDR534C","sc","YDR534C","Y_ORF","original","FIT1","N1.HOG0004722","OG0004486"
"YDR536W","sc","YDR536W","Y_ORF","original","STL1","N1.HOG0000255","OG0000147"
"YDR538W","sc","YDR538W","Y_ORF","original","PAD1","N1.HOG0005715","OG0005572"
"YDR539W","sc","YDR539W","Y_ORF","original","FDC1","N1.HOG0005591","OG0005447"
"YDR540C","sc","YDR540C","Y_ORF","original","IRC4",NA,NA
"YDR541C","sc","YDR541C","Y_ORF","original","YDR541C","N1.HOG0000011","OG0000007"
"YDR545W","sc","YDR545W","Y_ORF","original","YRF1-1","N1.HOG0000054","OG0000029"
"YEL001C","sc","YEL001C","Y_ORF","original","IRC22","N1.HOG0002074","OG0001834"
"YEL002C","sc","YEL002C","Y_ORF","original","WBP1","N1.HOG0002617","OG0002377"
"YEL003W","sc","YEL003W","Y_ORF","original","GIM4","N1.HOG0002372","OG0002132"
"YEL004W","sc","YEL004W","Y_ORF","original","YEA4","N1.HOG0004262","OG0004025"
"YEL005C","sc","YEL005C","Y_ORF","original","VAB2","N1.HOG0004657","OG0004421"
"YEL006W","sc","YEL006W","Y_ORF","original","YEA6","N1.HOG0001068","OG0000830"
"YEL007W","sc","YEL007W","Y_ORF","original","MIT1","N1.HOG0000431","OG0000247"
"YEL008W","sc","YEL008W","Y_ORF","original","YEL008W",NA,NA
"YEL009C","sc","YEL009C","Y_ORF","original","GCN4","N1.HOG0001134","OG0000895"
"YEL009C-A","sc","YEL009C-A","Y_ORF","original","YEL009C-A",NA,NA
"YEL011W","sc","YEL011W","Y_ORF","original","GLC3","N1.HOG0001578","OG0001338"
"YEL012W","sc","YEL012W","Y_ORF","original","UBC8","N1.HOG0001846","OG0001606"
"YEL013W","sc","YEL013W","Y_ORF","original","VAC8","N1.HOG0002666","OG0002426"
"YEL014C","sc","YEL014C","Y_ORF","original","YEL014C",NA,NA
"YEL015W","sc","YEL015W","Y_ORF","original","EDC3","N1.HOG0002377","OG0002137"
"YEL016C","sc","YEL016C","Y_ORF","original","NPP2","N1.HOG0000923","OG0000688"
"YEL017C-A","sc","YEL017C-A","Y_ORF","original","PMP2","N1.HOG0005544","OG0005367"
"YEL017W","sc","YEL017W","Y_ORF","original","GTT3","N1.HOG0002389","OG0002149"
"YEL018W","sc","YEL018W","Y_ORF","original","EAF5","N1.HOG0002694","OG0002454"
"YEL019C","sc","YEL019C","Y_ORF","original","MMS21","N1.HOG0002698","OG0002458"
"YEL020C","sc","YEL020C","Y_ORF","original","PXP1","N1.HOG0004696","OG0004460"
"YEL020W-A","sc","YEL020W-A","Y_ORF","original","TIM9","N1.HOG0001723","OG0001483"
"YEL021W","sc","YEL021W","Y_ORF","original","URA3","N1.HOG0003049","OG0002809"
"YEL022W","sc","YEL022W","Y_ORF","original","GEA2","N1.HOG0000598","OG0000378"
"YEL023C","sc","YEL023C","Y_ORF","original","YEL023C","N1.HOG0003899","OG0003660"
"YEL024W","sc","YEL024W","Y_ORF","original","RIP1","N1.HOG0002371","OG0002131"
"YEL025C","sc","YEL025C","Y_ORF","original","YEL025C","N1.HOG0004227","OG0003989"
"YEL026W","sc","YEL026W","Y_ORF","original","SNU13","N1.HOG0002125","OG0001885"
"YEL027W","sc","YEL027W","Y_ORF","original","VMA3","N1.HOG0001234","OG0000995"
"YEL028W","sc","YEL028W","Y_ORF","original","YEL028W",NA,NA
"YEL029C","sc","YEL029C","Y_ORF","original","BUD16","N1.HOG0000392","OG0000224"
"YEL030W","sc","YEL030W","Y_ORF","original","ECM10","N1.HOG0000203","OG0000115"
"YEL031W","sc","YEL031W","Y_ORF","original","SPF1","N1.HOG0001176","OG0000937"
"YEL032W","sc","YEL032W","Y_ORF","original","MCM3","N1.HOG0003126","OG0002886"
"YEL033W","sc","YEL033W","Y_ORF","original","MTC7",NA,NA
"YEL034W","sc","YEL034W","Y_ORF","original","HYP2","N1.HOG0000792","OG0000560"
"YEL035C","sc","YEL035C","Y_ORF","original","UTR5",NA,NA
"YEL036C","sc","YEL036C","Y_ORF","original","ANP1","N1.HOG0003252","OG0003012"
"YEL037C","sc","YEL037C","Y_ORF","original","RAD23","N1.HOG0002053","OG0001813"
"YEL038W","sc","YEL038W","Y_ORF","original","UTR4","N1.HOG0002640","OG0002400"
"YEL039C","sc","YEL039C","Y_ORF","original","CYC7","N1.HOG0001338","OG0001097"
"YEL040W","sc","YEL040W","Y_ORF","original","UTR2","N1.HOG0001569","OG0001329"
"YEL041W","sc","YEL041W","Y_ORF","original","YEF1","N1.HOG0000732","OG0000503"
"YEL042W","sc","YEL042W","Y_ORF","original","GDA1","N1.HOG0003122","OG0002882"
"YEL043W","sc","YEL043W","Y_ORF","original","GTA1","N1.HOG0003207","OG0002967"
"YEL044W","sc","YEL044W","Y_ORF","original","IES6","N1.HOG0002202","OG0001962"
"YEL046C","sc","YEL046C","Y_ORF","original","GLY1","N1.HOG0000802","OG0000570"
"YEL047C","sc","YEL047C","Y_ORF","original","FRD1","N1.HOG0000911","OG0000676"
"YEL048C","sc","YEL048C","Y_ORF","original","TCA17","N1.HOG0003967","OG0003728"
"YEL049W","sc","YEL049W","Y_ORF","original","PAU2","N1.HOG0000002","OG0000002"
"YEL050C","sc","YEL050C","Y_ORF","original","RML2","N1.HOG0002197","OG0001957"
"YEL051W","sc","YEL051W","Y_ORF","original","VMA8","N1.HOG0003426","OG0003186"
"YEL052W","sc","YEL052W","Y_ORF","original","AFG1","N1.HOG0002420","OG0002180"
"YEL053C","sc","YEL053C","Y_ORF","original","MAK10","N1.HOG0001583","OG0001343"
"YEL054C","sc","YEL054C","Y_ORF","original","RPL12A","N1.HOG0001101","OG0000862"
"YEL055C","sc","YEL055C","Y_ORF","original","POL5","N1.HOG0003349","OG0003109"
"YEL056W","sc","YEL056W","Y_ORF","original","HAT2","N1.HOG0001136","OG0000897"
"YEL057C","sc","YEL057C","Y_ORF","original","SDD1",NA,NA
"YEL058W","sc","YEL058W","Y_ORF","original","PCM1","N1.HOG0001766","OG0001526"
"YEL059C-A","sc","YEL059C-A","Y_ORF","original","SOM1","N1.HOG0004181","OG0003944"
"YEL059W","sc","YEL059W","Y_ORF","original","HHY1",NA,NA
"YEL060C","sc","YEL060C","Y_ORF","original","PRB1","N1.HOG0000176","OG0000100"
"YEL061C","sc","YEL061C","Y_ORF","original","CIN8","N1.HOG0000647","OG0000423"
"YEL062W","sc","YEL062W","Y_ORF","original","NPR2","N1.HOG0001416","OG0001176"
"YEL063C","sc","YEL063C","Y_ORF","original","CAN1","N1.HOG0000132","OG0000074"
"YEL064C","sc","YEL064C","Y_ORF","original","AVT2","N1.HOG0004249","OG0004013"
"YEL065W","sc","YEL065W","Y_ORF","original","SIT1","N1.HOG0000006","OG0000005"
"YEL066W","sc","YEL066W","Y_ORF","original","HPA3","N1.HOG0004270","OG0004033"
"YEL067C","sc","YEL067C","Y_ORF","original","YEL067C",NA,NA
"YEL068C","sc","YEL068C","Y_ORF","original","YEL068C",NA,NA
"YEL069C","sc","YEL069C","Y_ORF","original","HXT13","N1.HOG0005171","OG0004944"
"YEL070W","sc","YEL070W","Y_ORF","original","DSF1","N1.HOG0006119","OG0005991"
"YEL071W","sc","YEL071W","Y_ORF","original","DLD3",NA,NA
"YEL072W","sc","YEL072W","Y_ORF","original","RMD6","N1.HOG0004747","OG0004515"
"YEL073C","sc","YEL073C","Y_ORF","original","YEL073C",NA,NA
"YEL076C","sc","YEL076C","Y_ORF","original","YEL076C","N1.HOG0000054","OG0000029"
"YEL077C","sc","YEL077C","Y_ORF","original","YEL077C","N1.HOG0000054","OG0000029"
"YER001W","sc","YER001W","Y_ORF","original","MNN1","N1.HOG0000030","OG0000017"
"YER002W","sc","YER002W","Y_ORF","original","NOP16","N1.HOG0002559","OG0002319"
"YER003C","sc","YER003C","Y_ORF","original","PMI40","N1.HOG0002753","OG0002513"
"YER004W","sc","YER004W","Y_ORF","original","FMP52","N1.HOG0001309","OG0001068"
"YER005W","sc","YER005W","Y_ORF","original","YND1","N1.HOG0001067","OG0000829"
"YER006W","sc","YER006W","Y_ORF","original","NUG1","N1.HOG0001494","OG0001254"
"YER007C-A","sc","YER007C-A","Y_ORF","original","TMA20","N1.HOG0004013","OG0003774"
"YER007W","sc","YER007W","Y_ORF","original","PAC2","N1.HOG0003128","OG0002888"
"YER008C","sc","YER008C","Y_ORF","original","SEC3","N1.HOG0002813","OG0002573"
"YER009W","sc","YER009W","Y_ORF","original","NTF2","N1.HOG0003524","OG0003282"
"YER010C","sc","YER010C","Y_ORF","original","YER010C","N1.HOG0002443","OG0002203"
"YER011W","sc","YER011W","Y_ORF","original","TIR1","N1.HOG0000002","OG0000002"
"YER012W","sc","YER012W","Y_ORF","original","PRE1","N1.HOG0002838","OG0002598"
"YER013W","sc","YER013W","Y_ORF","original","PRP22","N1.HOG0000254","OG0000146"
"YER014W","sc","YER014W","Y_ORF","original","HEM14","N1.HOG0003664","OG0003422"
"YER015W","sc","YER015W","Y_ORF","original","FAA2","N1.HOG0000275","OG0000157"
"YER016W","sc","YER016W","Y_ORF","original","BIM1","N1.HOG0001941","OG0001701"
"YER017C","sc","YER017C","Y_ORF","original","AFG3","N1.HOG0000329","OG0000187"
"YER018C","sc","YER018C","Y_ORF","original","SPC25","N1.HOG0002766","OG0002526"
"YER019C-A","sc","YER019C-A","Y_ORF","original","SBH2","N1.HOG0000666","OG0000440"
"YER019W","sc","YER019W","Y_ORF","original","ISC1","N1.HOG0002432","OG0002192"
"YER020W","sc","YER020W","Y_ORF","original","GPA2","N1.HOG0001655","OG0001415"
"YER021W","sc","YER021W","Y_ORF","original","RPN3","N1.HOG0001137","OG0000898"
"YER022W","sc","YER022W","Y_ORF","original","SRB4","N1.HOG0001826","OG0001586"
"YER023W","sc","YER023W","Y_ORF","original","PRO3","N1.HOG0002898","OG0002658"
"YER024W","sc","YER024W","Y_ORF","original","YAT2","N1.HOG0003904","OG0003665"
"YER025W","sc","YER025W","Y_ORF","original","GCD11","N1.HOG0003282","OG0003042"
"YER026C","sc","YER026C","Y_ORF","original","CHO1","N1.HOG0002913","OG0002673"
"YER027C","sc","YER027C","Y_ORF","original","GAL83","N1.HOG0000555","OG0000337"
"YER028C","sc","YER028C","Y_ORF","original","MIG3","N1.HOG0000226","OG0000131"
"YER029C","sc","YER029C","Y_ORF","original","SMB1","N1.HOG0001802","OG0001562"
"YER030W","sc","YER030W","Y_ORF","original","CHZ1","N1.HOG0003912","OG0003673"
"YER031C","sc","YER031C","Y_ORF","original","YPT31","N1.HOG0000689","OG0000459"
"YER032W","sc","YER032W","Y_ORF","original","FIR1","N1.HOG0004479","OG0004243"
"YER033C","sc","YER033C","Y_ORF","original","ZRG8","N1.HOG0004069","OG0003830"
"YER034W","sc","YER034W","Y_ORF","original","YER034W","N1.HOG0004478","OG0004242"
